state,county,category,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29
MM,Overall,grocery/pharmacy,-1.1,1.521,2.211,-0.797,0.871,0.249,-4.063,0.478,-0.215,1.667,-0.883,-0.53,4.25,5.729,3.251,5.832,8.054,6.304,6.459,7.222,5.542,-3.028,8.712,7.58,6.98,6.647,8.616,0.576,-0.271,2.111,4.246,4.503,2.255,1.81,-2.288,-4.622,-2.665,14.196,-4.018,-9.602,-20.553,-22.961,-29.247
MM,Overall,parks,-0.622,0.035,-0.674,-2.03,-1.265,-2.624,-1.555,-2.261,-1.562,-0.708,-1.065,-2.821,-2.84,-0.403,4.324,6.319,2.562,2.03,1.556,0.185,2.937,10.852,7.673,5.192,4.327,1.945,-1.019,-4.204,-2.826,1.076,0.843,1.165,-0.519,-3.674,-6.566,-6.528,0.139,-1.854,-3.828,-4.799,-12.998,-16.529,-19.189
MM,Overall,residential,1.97,1.358,1.377,1.295,1.736,1.756,1.618,1.893,1.708,1.72,1.814,2.198,1.207,0.314,0.688,7.38,0.252,0.993,1.231,0.88,0.693,1.141,7.305,0.801,1.521,2.379,3.14,3.197,3.218,2.761,2.995,2.766,3.887,4.059,4.367,4.737,3.929,4.0,7.074,7.931,16.934,12.087,12.24
MM,Overall,retail/recreation,-1.244,-0.563,0.297,-2.867,-0.981,-1.689,0.678,-2.198,-1.272,-0.014,-2.987,-0.476,2.728,5.412,5.099,6.107,3.592,2.641,4.246,4.505,4.542,4.339,5.383,3.947,3.107,2.859,0.02,-4.228,-5.57,-0.453,-1.412,-1.299,-3.608,-5.182,-8.476,-12.043,-6.245,-7.915,-19.248,-22.344,-35.569,-40.493,-46.153
MM,Overall,transitstations,0.04,0.784,0.316,-3.291,,-0.92,-0.673,-0.933,0.382,-0.752,-2.726,-1.822,2.07,4.578,2.223,-0.664,3.996,1.986,3.761,5.902,3.751,0.02,-0.06,3.738,1.811,1.724,0.671,-2.635,-3.513,2.031,-1.701,-2.707,-3.78,-3.507,-7.31,-10.102,-5.691,-2.492,-12.189,-16.492,-29.74,-30.874,-35.108
MM,Overall,workplace,0.487,4.852,4.174,4.908,4.549,6.947,1.67,4.523,5.874,5.332,5.287,5.922,9.527,7.464,3.137,-39.771,6.507,6.52,7.085,8.967,6.9,-4.888,-35.43,5.099,4.505,4.104,5.686,8.651,7.766,0.657,1.93,2.563,2.69,4.801,7.096,5.695,-0.819,-5.381,-10.654,-12.563,-42.874,-13.017,-10.203
